@relation Class
@attribute D_X { <=0.333,(0.333-0.666],>0.666 }
@attribute D_Y { <=0.333,(0.333-0.666],>0.666 }
@attribute D_R1 { <0.333,[0.333-0.666),>0.666 }
@attribute D_R2 { <0.333,[0.333-0.666),>0.666 }
@attribute Class { Group1,Group2,Group3 }
@data
(0.333-0.666],>0.666,<0.333,[0.333-0.666),Group2
(0.333-0.666],>0.666,[0.333-0.666),[0.333-0.666),Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
<=0.333,>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,<0.333,[0.333-0.666),Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,[0.333-0.666),>0.666,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,<0.333,[0.333-0.666),Group2
<=0.333,>0.666,>0.666,<0.333,Group2
(0.333-0.666],>0.666,[0.333-0.666),>0.666,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,<0.333,[0.333-0.666),Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,>0.666,<0.333,Group2
(0.333-0.666],>0.666,[0.333-0.666),<0.333,Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,[0.333-0.666),>0.666,Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,[0.333-0.666),>0.666,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,[0.333-0.666),>0.666,Group2
(0.333-0.666],>0.666,[0.333-0.666),[0.333-0.666),Group2
(0.333-0.666],>0.666,[0.333-0.666),[0.333-0.666),Group2
(0.333-0.666],>0.666,[0.333-0.666),<0.333,Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,[0.333-0.666),<0.333,Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,>0.666,[0.333-0.666),Group2
(0.333-0.666],>0.666,[0.333-0.666),[0.333-0.666),Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,[0.333-0.666),>0.666,Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,<0.333,>0.666,Group2
(0.333-0.666],>0.666,[0.333-0.666),>0.666,Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,<0.333,[0.333-0.666),Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
(0.333-0.666],>0.666,[0.333-0.666),<0.333,Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,>0.666,>0.666,Group2
(0.333-0.666],>0.666,<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],<0.333,<0.333,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],[0.333-0.666),[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],[0.333-0.666),>0.666,Group2
>0.666,(0.333-0.666],>0.666,>0.666,Group2
>0.666,(0.333-0.666],[0.333-0.666),<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],<0.333,[0.333-0.666),Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,(0.333-0.666],>0.666,<0.333,Group2
>0.666,>0.666,[0.333-0.666),<0.333,Group2
<=0.333,<=0.333,>0.666,>0.666,Group2
<=0.333,<=0.333,[0.333-0.666),>0.666,Group2
<=0.333,<=0.333,[0.333-0.666),<0.333,Group2
<=0.333,<=0.333,[0.333-0.666),[0.333-0.666),Group2
<=0.333,<=0.333,>0.666,[0.333-0.666),Group2
<=0.333,<=0.333,[0.333-0.666),>0.666,Group2
<=0.333,<=0.333,>0.666,<0.333,Group2
<=0.333,<=0.333,>0.666,<0.333,Group2
